장례식장명,항목,품종,품명,세부내용,가격(원),가격(만원)
"서울특별시 동부병원 장례식장","시설임대료","빈소+접객실","3호실(접객실 포함)","24평형(80.78㎡)",329040,32.9
"서울특별시 동부병원 장례식장","시설임대료","빈소+접객실","1~2호실(접객실 포함)","30평형(99.51㎡)",411300,41.1
"서울특별시 동부병원 장례식장","시설임대료","빈소/분향실","5호실(40.44㎡)(접객실 포함)","12평형(40.44㎡)",120000,12
"서울특별시 동부병원 장례식장","안치실이용료","일반","안치료","1일 기준",59230,5.9
"서울특별시 동부병원 장례식장","염습/입관","일반","염습료(주간)","2인 1조",300000,30
"서울특별시 동부병원 장례식장","염습/입관","일반","염습료(자체)","상조 포함",200000,20
"서울특별시 동부병원 장례식장","염습/입관","일반","염습료(야간)","2인 1조 19:00~07:00",350000,35
"서울특별시 동부병원 장례식장","염습/입관","일반","염습료(수급자)","의료급여대상자",200000,20
"서울특별시 동부병원 장례식장","수시/초염","일반","초염료","수시 및 위생정리",53000,5.3
"서울특별시 서울의료원 장례식장","안치실이용료","일반","안치료1","1시간당",3000,0.3
"서울특별시 서울의료원 장례식장","염습/입관","일반","염습비","상조 자체(유족) / 1회",250000,25
"서울특별시 서울의료원 장례식장","염습/입관","일반","염습비","주야간 / 1회",350000,35
"서울특별시보라매병원장례식장","시설임대료","빈소+접객실","빈소/접객실/휴게실","1호실(163㎡)",737800,73.8
"서울특별시보라매병원장례식장","시설임대료","빈소+접객실","빈소/접객실/휴게실","5~8호실(162㎡)",691300,69.1
"서울특별시보라매병원장례식장","시설임대료","빈소+접객실","빈소/접객실/휴게실","2~4호실(189㎡)",808000,80.8
"서울특별시보라매병원장례식장","안치실이용료","일반","안치료","서울특별시 조례(수가적용)",95370,9.5
"서울특별시보라매병원장례식장","염습/입관","일반","입관료","수급자",200000,20
"서울특별시보라매병원장례식장","염습/입관","일반","입관료","야간 : 2인 1조",350000,35
"서울특별시보라매병원장례식장","염습/입관","일반","입관료","수급자(자체)",100000,10
"서울특별시보라매병원장례식장","염습/입관","일반","입관료","자체",200000,20
"서울특별시보라매병원장례식장","염습/입관","일반","입관료","주간 : 2인 1조",300000,30
"서울특별시보라매병원장례식장","수시/초염","일반","초염료","수시 및 위생정리",53000,5.3
"서울현대요양병원장례식장","시설임대료","빈소+접객실","빈소사용료(접객실료포함)","80평형(264㎡/1일시간당/40000원)",960000,96
"서울현대요양병원장례식장","시설임대료","빈소+접객실","빈소사용료(접객실료포함)","60평형(198㎡/1일시간당/35000원",840000,84
"서울현대요양병원장례식장","안치실이용료","일반","안치료","성인(14세이상)(1일시간당/4000원)",96000,9.6
"서정리장례식장","시설임대료","염습실/입관실","입관실 사용료","1회",300000,30
"서정리장례식장","안치실이용료","일반","냉장안치료","1일",90000,9
"서정리장례식장","염습/입관","일반","염습비","대렴 및 입관/2인1조",300000,30
"서정리장례식장","염습/입관","일반","심야염습비","18시 이후 입관시 적용",400000,40
"서정리장례식장","수시/초염","일반","수세비","수시 및 소렴/2인1조",250000,25
"서천장례식장","시설임대료","빈소+접객실","분향실5호","시간당",18600,1.9
"서천장례식장","시설임대료","빈소+접객실","분향실3호","시간당",23000,2.3
"서천장례식장","시설임대료","빈소+접객실","분향실2호","시간당",25000,2.5
"서천장례식장","시설임대료","빈소+접객실","분향실특1호","시간당",29600,3
"서천장례식장","시설임대료","염습실/입관실","발인실","1회",100000,10
"서천장례식장","시설임대료","염습실/입관실","의료폐기물","1회",30000,3
"서천장례식장","시설임대료","염습실/입관실","발인실 이용료","1회",100000,10
"서천장례식장","시설임대료","염습실/입관실","시체수습료","1회",300000,30
"서천장례식장","안치실이용료","일반","안치료","시간당",6000,0.6
"서천장례식장","안치실이용료","일반","수시초비","1회",150000,15
"서천한국장례식장","염습/입관","일반","염습비","",200000,20
"서해안장례식장","시설임대료","빈소+접객실","203호 분양소접객실사용료","1일",200000,20
"서해안장례식장","시설임대료","염습실/입관실","입관실사용료","1회",250000,25
"서해안장례식장","안치실이용료","일반","안치료","1일(냉장)",70000,7
"서해안장례식장","안치실이용료","일반","안치료","1일(냉동)",100000,10
"서해안장례식장","염습/입관","일반","염습비","고인 목욕수의 등등",300000,30
"서해장례문화원","시설임대료","빈소+접객실","특1호실","60평1시간",30000,3
"서해장례문화원","시설임대료","빈소+접객실","특2호실","100평1시간",35000,3.5
"서해장례문화원","시설임대료","빈소+접객실","특3호실","100평1시간",35000,3.5
"서해장례문화원","시설임대료","염습실/입관실","입관실 사용","사용시",400000,40
"서해장례문화원","안치실이용료","일반","안치실 냉장고","안치후발인까지",270000,27
"서해장례문화원","염습/입관","일반","염습비","2인1조 기본",300000,30
"서해장례문화원","수시/초염","일반","수시/초염비","2인1조 기본",200000,20
"서해장례문화원","수시/초염","일반","수시/현장 작업비","2인1조 기본",500000,50
"석곡농협장례식장","안치실이용료","일반","안치실","1회",500000,50
"선산 국화원 전문 장례식장","시설임대료","빈소+접객실","준특실 (60평)","198㎡",660000,66
"선산 국화원 전문 장례식장","시설임대료","빈소+접객실","vip실 (150평)","495㎡",1104000,110.4
"선산 국화원 전문 장례식장","시설임대료","빈소+접객실","특실 ( 100평)","330㎡",816000,81.6
"선산 국화원 전문 장례식장","시설임대료","빈소+접객실","일반실 (45평)","148㎡",504000,50.4
"선산 국화원 전문 장례식장","시설임대료","염습실/입관실","염습실사용료(염습료포함)","1회",250000,25
"선산 국화원 전문 장례식장","안치실이용료","일반","안치료","1일",96000,9.6
"선산 국화원 전문 장례식장","염습/입관","일반","일반 염습료","1회",250000,25
"선산 국화원 전문 장례식장","염습/입관","특수","특수 염습료","1회",450000,45
"선산 국화원 전문 장례식장","수시/초염","일반","수시료","1회",100000,10
"선산전문장례식장","시설임대료","빈소+접객실","특실 사용료","별관 특실",999984,100
"선산전문장례식장","시설임대료","빈소+접객실","101호분향실 사용료","일반실 101호",499920,50
"선산전문장례식장","시설임대료","빈소+접객실","102호분향실 사용료","일반실 102호",400000,40
"선산전문장례식장","안치실이용료","일반","안치료","",80000,8
"선산전문장례식장","염습/입관","일반","고인염습","변사",400000,40
"선산전문장례식장","염습/입관","일반","고인염습","일반시신",300000,30
"선산전문장례식장","수시/초염","일반","고인수시","수시",100000,10
"성가롤로병원장례식장","시설임대료","빈소+접객실","분향실접객실사용료(VIP실)","145평형(시간)",41667,4.2
"성가롤로병원장례식장","시설임대료","빈소+접객실","분향실접객실사용료(156호실)","80평형(시간)",25000,2.5
"성가롤로병원장례식장","시설임대료","빈소+접객실","분향실접객실사용료(3호실)","50평형(시간)",14533,1.5
"성가롤로병원장례식장","시설임대료","빈소+접객실","분향실접객실사용료(2호특실)","130평형(시간)",37500,3.8
"성가롤로병원장례식장","안치실이용료","일반","고인 안치실","1일당",70000,7
"성가롤로병원장례식장","염습/입관","일반","염습비","1회-10세 미만",100000,10
"성가롤로병원장례식장","염습/입관","일반","염습비","1회",300000,30
"성가롤로병원장례식장","염습/입관","일반","염습비","소렴비",50000,5
"성남시의료원장례식장","시설임대료","빈소+접객실","7호실(일)","157㎡",480000,48
"성남시의료원장례식장","시설임대료","빈소+접객실","8호실(일)","170.37㎡",480000,48
"성남시의료원장례식장","시설임대료","빈소+접객실","9호실(일)","329.59㎡",960000,96
"성남시의료원장례식장","시설임대료","빈소+접객실","4호실(일)","115㎡",360000,36
"성남시의료원장례식장","시설임대료","빈소+접객실","1호실(일)","105㎡",360000,36
"성남시의료원장례식장","시설임대료","빈소+접객실","6호실(일)","157㎡",480000,48
"성남시의료원장례식장","시설임대료","빈소+접객실","2호실(일)","109㎡",360000,36
"성남시의료원장례식장","시설임대료","빈소+접객실","3호실(일)","109㎡",360000,36
"성남시의료원장례식장","시설임대료","빈소+접객실","5호실(시간)","115㎡",15000,1.5
"성남시의료원장례식장","시설임대료","빈소+접객실","4호실(시간)","115㎡",15000,1.5
"성남시의료원장례식장","시설임대료","빈소+접객실","6호실(시간)","157㎡",20000,2
"성남시의료원장례식장","시설임대료","빈소+접객실","7호실(시간)","157㎡",20000,2
"성남시의료원장례식장","시설임대료","빈소+접객실","3호실(시간)","109㎡",15000,1.5
"성남시의료원장례식장","시설임대료","빈소+접객실","5호실(일)","115㎡",360000,36
"성남시의료원장례식장","시설임대료","빈소+접객실","2호실(시간)","109㎡",15000,1.5
"성남시의료원장례식장","시설임대료","빈소+접객실","8호실(시간)","170.37㎡",20000,2
"성남시의료원장례식장","시설임대료","빈소+접객실","1호실(시간)","105㎡",15000,1.5
"성남시의료원장례식장","시설임대료","빈소+접객실","9호실(시간)","329.59㎡",40000,4
"성남시의료원장례식장","시설임대료","염습실/입관실","소아염습비","800㎡",100000,10
"성남시의료원장례식장","시설임대료","염습실/입관실","염습비","800㎡",400000,40
"성남시의료원장례식장","시설임대료","염습실/입관실","입관실사용료","800㎡",300000,30
"성남시의료원장례식장","시설임대료","염습실/입관실","야간염습비","800㎡",500000,50
"성남시의료원장례식장","안치실이용료","일반","안치실사용료","900㎡",2500,0.3
"성남시의료원장례식장","안치실이용료","일반","안치실사용료","900㎡",60000,6
"성남시장례식장","시설임대료","빈소+접객실","20평형 (66㎡) 동시 15명","빈소 접객실 (성남시민 시간당)",2650,0.3
"성남시장례식장","시설임대료","빈소+접객실","74평형 (165㎡) 동시 112명","빈소 접객실 (성남시민 시간당)",11250,1.1
"성남시장례식장","시설임대료","빈소+접객실","60평형 (132㎡) 동시 64명","빈소 접객실 (성남시민 시간당)",8750,0.9
"성남시장례식장","시설임대료","빈소+접객실","110평형 (256㎡) 동시 160명","빈소 접객실 (성남시민 시간당)",20000,2
"성남시장례식장","염습/입관","일반","입관비","소렴대렴입관입관실참관실 사용료",400000,40
"성남시장례식장","염습/입관","일반","야간입관","18~08시 입관 시 추가적용",100000,10
"성남중앙병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","30평형(1실/24시간 기준)50%할인",400000,40
"성남중앙병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","40평형(1실/24시간 기준)50%할인",550000,55
"성남중앙병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","50평형(1실/24시간 기준)50%할인",750000,75
"성남중앙병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","28평형(1실/24시간 기준)50%할인",380000,38
"성남중앙병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","90평형(1실/24시간 기준)50%할인",950000,95
"성남중앙병원장례식장","안치실이용료","일반","안치료","1일/24시간 기준",95000,9.5
"성누가병원장례식장","염습/입관","일반","염습비","",200000,20
"성모병원장례예식장","염습/입관","일반","입관실사용료","1회",300000,30
"성모병원장례예식장","염습/입관","일반","염습료","입관1회",340000,34
"성모병원장례예식장","수시/초염","","수시","초염및수시비",150000,15
"성모장례식장","시설임대료","빈소+접객실","장례식장 임대료","50평형(1실/24시간 기준",500000,50
"성모장례식장","시설임대료","빈소+접객실","장례식장 임대료","40평형(1실/24시간 기준",400000,40
"성모장례식장","시설임대료","빈소+접객실","장례식장 임대료","40평형(1실/24시간 기준",400000,40
"성모장례식장","안치실이용료","일반","안치료","1일/24시간 기준",75000,7.5
"성민병원 장례식장","시설임대료","빈소+접객실","청소관리비","1일50000 *2    100000 원",100000,10
"성민병원 장례식장","시설임대료","빈소+접객실","2호실","50평 1실/1일 (24시간기준)",680000,68
"성민병원 장례식장","시설임대료","빈소+접객실","장례식장 임대료 1호실","60평 1실/1일 (24시간기준)",780000,78
"성민병원 장례식장","안치실이용료","일반","안치실 냉장고 (6 인실 중 1실)","1실/1일  24시간기준)",90000,9
"성민병원 장례식장","안치실이용료","일반","수세비","2인 1조",150000,15
"성민병원 장례식장","수시/초염","일반","수시(초염료)","2인1조",150000,15
"성빈센트병원 장례식장","시설임대료","빈소+접객실","빈소 사용료(1일)","36평",564000,56.4
"성빈센트병원 장례식장","시설임대료","빈소+접객실","빈소 사용료(1일)","70평",1308000,130.8
"성빈센트병원 장례식장","시설임대료","빈소+접객실","빈소 사용료(1일)","37평",636000,63.6
"성빈센트병원 장례식장","시설임대료","빈소+접객실","빈소 사용료(1일)","56평",996000,99.6
"성빈센트병원 장례식장","시설임대료","빈소+접객실","빈소 사용료(1일)","60평",1104000,110.4
"성빈센트병원 장례식장","시설임대료","염습실/입관실","입관실사용료","자가입관",400000,40
"성빈센트병원 장례식장","안치실이용료","일반","안치실 사용료","1일",96000,9.6
"성빈센트병원 장례식장","염습/입관","일반","염습인건비(만12세이하)","소인",200000,20
"성빈센트병원 장례식장","염습/입관","일반","염습인건비","대인",400000,40
"성산현대요양병원장례식장","시설임대료","빈소+접객실","장례식장임대료 특실","1일 사용료41000/시간",500000,50
"성산현대요양병원장례식장","시설임대료","빈소+접객실","장례식장임대료 1호실","1일 사용료33000/시간",400000,40
"성산현대요양병원장례식장","시설임대료","염습실/입관실","입관실 사용료","1회 사용료",200000,20
"성산현대요양병원장례식장","안치실이용료","일반","안치료","1일 사용료",100000,10
"성산현대요양병원장례식장","염습/입관","일반","염습비","2명",300000,30
"성서병원장례식장","시설임대료","빈소/분향실","특실","24시간 기준 시간당31670원",860000,86
"성서병원장례식장","시설임대료","빈소/분향실","1호실","24시간 기준 시간당24170원",680000,68
"성서병원장례식장","시설임대료","빈소/분향실","2호실","24시간 기준 시간당15000원",360000,36
"성서병원장례식장","안치실이용료","일반","사체안치실","시간당 4000",96000,9.6
"성서요양병원장례식장","염습/입관","특수","특수염습료","사고사코로나사망자변사자",400000,40
"성서요양병원장례식장","수시/초염","일반","수시료","일반사망자",100000,10
"성서요양병원장례식장","수시/초염","특수","특수수시료","사고사코로나사망자변사자",300000,30
"성심요양병원장례식장","시설임대료","염습실/입관실","염습시설사용료","상조및상가염습",300000,30
"성심요양병원장례식장","안치실이용료","일반","안치실사용료","시간당(4.000원)",96000,9.6
"성심요양병원장례식장","염습/입관","일반","염습비","장례지도사 2인",300000,30
"성심요양병원장례식장","수시/초염","일반","수시비","수시초혼",100000,10
"성심장례식장","시설임대료","빈소+접객실","빈소/접객실","8호실 231㎡70평/시간당 27000원",648000,64.8
"성심장례식장","시설임대료","빈소+접객실","빈소/접객실","VIP2호실 396㎡120평/시간당 45000원",1080000,108
"성심장례식장","시설임대료","빈소+접객실","빈소/접객실","5호실 231㎡70평/시간당 27000원",648000,64.8
"성심장례식장","시설임대료","빈소+접객실","빈소/접객실","VIP1호실 396㎡120평/시간당 45000원",1080000,108
"성심장례식장","시설임대료","빈소+접객실","빈소/접객실","7호실 231㎡70평/시간당 27000원",648000,64.8
"성심장례식장","시설임대료","빈소+접객실","빈소/접객실","6호실 231㎡70평/시간당 27000원",648000,64.8
"성심장례식장","시설임대료","빈소+접객실","빈소/접객실","VIP3호실 396㎡120평/시간당 45000원",1080000,108
"성심장례식장","시설임대료","염습실/입관실","입관실 사용료","",200000,20
"성심장례식장","안치실이용료","일반","안치료","시간당 2000원",48000,4.8
"성심장례식장","안치실이용료","일반","안치실 사용료","",100000,10
"성심장례식장","염습/입관","일반","염습비","2인",300000,30
"성심장례식장","염습/입관","일반","염습실 사용료 및 염습료","기본",250000,25
"성심장례식장","염습/입관","일반","염습실 사용료 및 염습료","소아 및 자체입관시",150000,15
"성심장례식장","염습/입관","일반","염습실 사용료 및 염습료","사고사 및 18:00이후 입관시",350000,35
"성애장례식장","시설임대료","빈소+접객실","5호실 사용료","30평형 / 1일 / 접객실분향실",600000,60
"성애장례식장","시설임대료","빈소+접객실","1호실 사용료","55평형 / 1일 / 접객실분향실",900000,90
"성애장례식장","시설임대료","빈소+접객실","2호실 사용료","50평형 / 1일 / 접객실분향실",800000,80
"성애장례식장","시설임대료","빈소+접객실","3호실 사용료","50평형 / 1일 / 접객실분향실",700000,70
"성애장례식장","시설임대료","염습실/입관실","입관실 사용료","가족염습(상조회 성당자체 입관시)",400000,40
"성애장례식장","안치실이용료","일반","안치실 사용료","1구당 / 1일",144000,14.4
"성애장례식장","염습/입관","청소비","고인폐기물및 적축물청소비용","1기 분",250000,25
"성애장례식장","염습/입관","일반","2인1조","입관실사용료",300000,30
"성애장례식장","수시/초염","일반","2인1조","수시용역비",200000,20
"성제장례식장","안치실이용료","일반","안치실료","1일",200000,20
"성제장례식장","안치실이용료","","안치실료","1시간",15000,1.5
"성제장례식장","염습/입관","일반","염습료","2인",250000,25
"성주국화원전문장례식장","시설임대료","빈소+접객실","특1실특2실","1hr/30000원",720000,72
"성주국화원전문장례식장","안치실이용료","일반","안치실[시신보관료]","1hr/3000원",72000,7.2
"성주효병원장례식장","염습/입관","일반","염습및 염습실사용료","1구당",300000,30
"성혜원장례식장","시설임대료","염습실/입관실","염습실 사용료","1회",300000,30
"성혜원장례식장","염습/입관","일반","염습료","1회",300000,30
"성혜원장례식장","수시/초염","일반","수시비","1회",130000,13
"세광병원장례식장","시설임대료","빈소+접객실","빈소 및 접객실 사용료","특실 (3일중 1일적용)",600000,60
"세광병원장례식장","시설임대료","일반","발인실 사용료","1회 기준",100000,10
"세광병원장례식장","시설임대료","일반","적축물 처리비","1회 기준",100000,10
"세광병원장례식장","시설임대료","일반","안치료","1회 기준",100000,10
"세광병원장례식장","시설임대료","염습실/입관실","염습실 사용료","1일 기준",250000,25
"세광병원장례식장","시설임대료","","환경 관리비","1회 기준",100000,10
"세명병원장례식장","시설임대료","염습실/입관실","염습(입과실) 1회","약6평",300000,30
"세명병원장례식장","안치실이용료","일반","안치료","안치료/1일 기준",100000,10
"세명병원장례식장","염습/입관","일반","염습비","1인당 / 2인필요",150000,15
"세민병원장례식장","시설임대료","빈소+접객실","일반 분향실","1일",552000,55.2
"세민병원장례식장","시설임대료","빈소+접객실","특 분향실","1일",792000,79.2
"세민병원장례식장","시설임대료","염습실/입관실","입관실 사용료","1회",200000,20
"세민병원장례식장","시설임대료","염습실/입관실","입관실사용료","1회기준",200000,20
"세민병원장례식장","안치실이용료","일반","안치료","1일/24시간 기준",100000,10
"세민병원장례식장","안치실이용료","일반","안치실","1일",96000,9.6
"세민병원장례식장","염습/입관","일반","염습위생용품","",120000,12
"세민병원장례식장","염습/입관","일반","적출물처리","",100000,10
"세민병원장례식장","염습/입관","일반","염습료","1회",200000,20
"세민병원장례식장","염습/입관","일반","위생시트","1매",100000,10
"세민병원장례식장","수시/초염","일반","수시비","1회",100000,10
"세민에스백합원장례식장","시설임대료","빈소+접객실","빈소및접객실(VIP1실)","1일/24시간",900000,90
"세민에스백합원장례식장","시설임대료","빈소+접객실","빈소및접객실(VIP2실)","1일/24시간",800000,80
"세민에스백합원장례식장","시설임대료","빈소+접객실","빈소및접객실(특  실)","1일/24시간",700000,70
"세민에스백합원장례식장","시설임대료","빈소+접객실","빈소및접객실(일반실)","1일/24시간",350000,35
"세민에스백합원장례식장","안치실이용료","일반","안치실","1일/24시간",100000,10
"세민에스백합원장례식장","염습/입관","일반","염습료","1회(2인)",200000,20
"세안종합병원장례식장","시설임대료","빈소+접객실","장례식장특실분향실사용료","특실24시간",400000,40
"세안종합병원장례식장","시설임대료","염습실/입관실","입관실사용료","1실",250000,25
"세안종합병원장례식장","안치실이용료","일반","안치실사용료","1실24시간",70000,7
"세안종합병원장례식장","염습/입관","일반","입관료","식",300000,30
"세안종합병원장례식장","수시/초염","일반","초렴비","식",150000,15
"세웅병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","입관 . 염습실",200000,20
"세웅병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","5호실 (1일 24시간)",300000,30
"세웅병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","1호실 (1일 24시간)",400000,40
"세웅병원장례식장","시설임대료","빈소+접객실","장례식장 임대료","3호실 (1일 24시간)",350000,35
"세웅병원장례식장","시설임대료","빈소+접객실","장례식장 임대료 5호실","수급자 - 50% 감면",150000,15
"세웅병원장례식장","안치실이용료","빈소+접객실","안치실 이용료","안치료 (1일24시간기준)",150000,15
"세웅병원장례식장","염습/입관","일반","염습료 2인","1구 1회",300000,30
"세인트병원장례식장","시설임대료","빈소+접객실","VIP201호","분향소화장실(샤워실)접객실-90평/1일",1200000,120
"세인트병원장례식장","시설임대료","빈소+접객실","VIP301호","분향소화장실(샤워실)접객실-50평/1일",528000,52.8
"세인트병원장례식장","시설임대료","빈소+접객실","특402호","분향소화장실(샤워실)접객실-40평/1일",480000,48
"세인트병원장례식장","시설임대료","빈소+접객실","VIP401호","분향소화장실(샤워실)접객실-50평/1일",528000,52.8
"세인트병원장례식장","시설임대료","빈소+접객실","특302호","분향소화장실(샤워실)접객실-40평/1일",480000,48
"세인트병원장례식장","시설임대료","빈소+접객실","VIP501호","분향소화장실(샤워실)접객실-67평/1일",720000,72
"세인트병원장례식장","시설임대료","염습실/입관실","입관실","1회",300000,30
"세인트병원장례식장","안치실이용료","일반","안치실","1일",79200,7.9
"세일장례식장(구.복사골)","시설임대료","빈소+접객실","분향실사용료","1시간 기준 1호실",25000,2.5
"세일장례식장(구.복사골)","시설임대료","빈소+접객실","분향실사용료","1시간기준 5호실60평",30000,3
"세일장례식장(구.복사골)","시설임대료","빈소+접객실","분향실사용료","1시간기준 3호실35평",20000,2
"세일장례식장(구.복사골)","시설임대료","빈소+접객실","분향실사용료","1시간기준 특실80평",40000,4
"세일장례식장(구.복사골)","시설임대료","빈소+접객실","분향실사용료","1시간기준 VIP실85평",45000,4.5
"세일장례식장(구.복사골)","안치실이용료","일반","안치실사용료","1시간기준",4000,0.4
"세일장례식장(구.복사골)","안치실이용료","일반","입관실임대료","상조 입관시",300000,30
"세종병원장례식장","시설임대료","빈소+접객실","분향실임대료(1호실)","1시간기준",30000,3
"세종병원장례식장","시설임대료","빈소+접객실","분향실임대료(3호실)","1시간기준",12500,1.3
"세종병원장례식장","시설임대료","빈소+접객실","분향실임대료(2호실","1시간기준",21000,2.1
"세종병원장례식장","시설임대료","빈소+접객실","분향실임대료(특실)","1시간기준",40000,4
"세종병원장례식장","안치실이용료","일반","안치료","1시간기준",5000,0.5
"세종병원장례식장","염습/입관","일반","대렴비","2인 1조 입관비용",400000,40
"세종병원장례식장","수시/초염","일반","수시염습","초렴",300000,30
"세종여주병원장례식장","시설임대료","빈소+접객실","빈소및접객실","특실(80평) 시간당",35000,3.5
"세종여주병원장례식장","시설임대료","빈소+접객실","빈소및접객실","일반실(60평) 시간당",25000,2.5
"세종여주병원장례식장","시설임대료","빈소+접객실","빈소및접객실","인반실(60평) 시간당",20000,2
"세종여주병원장례식장","안치실이용료","일반","안치실","안치료(시간당)",5000,0.5
"세종여주병원장례식장","염습/입관","","2인1조","2인1조",400000,40
"세종여주병원장례식장","염습/입관","","야간","2인1조",400000,40
"세종여주병원장례식장","수시/초염","","2인1조","2인1조",150000,15
"세종충남대학교병원 쉴낙원 장례식장","시설임대료","빈소+접객실","vip1호실","120평",1080000,108
"세종충남대학교병원 쉴낙원 장례식장","시설임대료","빈소+접객실","특3호실","75평",840000,84
"세종충남대학교병원 쉴낙원 장례식장","시설임대료","빈소+접객실","특2호실","74평",840000,84
"세종충남대학교병원 쉴낙원 장례식장","시설임대료","염습실/입관실","입관실","입관실",200000,20
"세종충남대학교병원 쉴낙원 장례식장","안치실이용료","일반","안치실","안치실",84000,8.4
"세종충남대학교병원 쉴낙원 장례식장","염습/입관","일반","염습비용","1회",300000,30
"세종충남대학교병원 쉴낙원 장례식장","수시/초염","일반","수시비용","1회",150000,15
"세화병원장례식장","시설임대료","빈소+접객실","장례식장","102호(198㎡).",25000,2.5
"세화병원장례식장","시설임대료","빈소+접객실","장례식장","예비용빈소(66㎡).",8333,0.8
"세화병원장례식장","시설임대료","빈소+접객실","장례식장","101호(132㎡)",16666,1.7
"세화병원장례식장","시설임대료","염습실/입관실","염습입관실","염습입관실",400000,40
"세화병원장례식장","염습/입관","일반","염습","2인1조",400000,40
"세화병원장례식장","수시/초염","일반","수시","2인1조",200000,20
"센텀장례식장","시설임대료","빈소+접객실","VIP실","405m2",1200000,120
"센텀장례식장","시설임대료","빈소+접객실","102호실","211m2",500000,50
"센텀장례식장","시설임대료","빈소+접객실","103호실","280m2",900000,90
"센텀장례식장","시설임대료","빈소+접객실","104호실","238m2",600000,60
"센텀장례식장","시설임대료","빈소+접객실","201호실","251m2",700000,70
"센텀장례식장","시설임대료","빈소+접객실","101호실","264m2",700000,70
"센텀장례식장","시설임대료","빈소+접객실","202호실","235m2",600000,60
"센텀장례식장","시설임대료","염습실/입관실","부검실","1회 기준",200000,20
"센텀장례식장","시설임대료","염습실/입관실","염습실/입관실","1회 기준",200000,20
"센텀장례식장","안치실이용료","일반","안치료","132.58m2",80000,8
"센트럴병원장례식장","안치실이용료","일반","안치실","1시간",5000,0.5
"센트럴병원장례식장","염습/입관","일반","염습비","",300000,30
"센트럴병원장례식장","수시/초염","일반","수시비","1회",200000,20
"소망장례식장","시설임대료","빈소+접객실","분향실료/102호실","35평/1실/1일기준",265000,26.5
"소망장례식장","시설임대료","빈소+접객실","분향실료/202호실","45평/1실/1일기준",465000,46.5
"소망장례식장","시설임대료","빈소+접객실","분향실료/201호특실","115평/3실/1일기준",665000,66.5
"소망장례식장","시설임대료","빈소+접객실","분향실료/101호실","75평/1실/1일기준",565000,56.5
"소망장례식장","안치실이용료","일반","안치실료","1일기준",120000,12
"소망장례식장","염습/입관","일반","염습비","1구",300000,30
"속초동해장례식장","시설임대료","빈소/분향실","분향소/접객실 사용료(시간당)","300 제곱미터",15000,1.5
"속초동해장례식장","시설임대료","염습실/입관실","야간 염습실 사용료(구)","30제곱미터",300000,30
"속초동해장례식장","시설임대료","염습실/입관실","염습실 사용료(구)","30제곱미터",200000,20
"속초동해장례식장","안치실이용료","일반","안치료(시간당)","30제곱미터",3000,0.3
"속초보광병원장례식장","시설임대료","빈소+접객실","분향소(특실)","시간당",10000,1
"속초보광병원장례식장","시설임대료","빈소+접객실","분향소(일반)","시간당",5000,0.5
"속초보광병원장례식장","시설임대료","빈소+접객실","접객소(일반)","시간당",10000,1
"속초보광병원장례식장","시설임대료","빈소/분향실","분향소(VIP실)","시간당",20000,2
"속초보광병원장례식장","시설임대료","접객실","접객소(특실)","시간당",15000,1.5
"속초보광병원장례식장","시설임대료","접객실","접객소(VIP실)","시간당",25000,2.5
"속초보광병원장례식장","안치실이용료","일반","안치료","시간당",2700,0.3
"속초우리장례식장(휴업)","시설임대료","빈소+접객실","12호실","24시간",600000,60
"속초우리장례식장(휴업)","시설임대료","빈소+접객실","3호실","24시간",480000,48
"속초우리장례식장(휴업)","시설임대료","염습실/입관실","자체입관","상조회 등",200000,20
"속초우리장례식장(휴업)","시설임대료","염습실/입관실","입관","2인",400000,40
"속초우리장례식장(휴업)","안치실이용료","일반","안치냉장고","24시간",72000,7.2
"속초우리장례식장(휴업)","수시/초염","일반","수시","2인",200000,20
"송도하나장례문화원","시설임대료","빈소/분향실","1일빈소 사용료(1호실)","70평",700000,70
"송도하나장례문화원","시설임대료","빈소/분향실","1일빈소 사용료(2호실)","75평",750000,75
"송도하나장례문화원","시설임대료","빈소/분향실","1일빈소 사용료(특2호실)","80평",800000,80
"송도하나장례문화원","시설임대료","빈소/분향실","1일빈소 사용료(특1호실)","90평",1100000,110
"송도하나장례문화원","시설임대료","염습실/입관실","입관실사용료","1회",300000,30
"송도하나장례문화원","안치실이용료","일반","안치료","1일",120000,12
"송산장례문화원","시설임대료","빈소+접객실","2층 VIP실","1일",1100000,110
"송산장례문화원","시설임대료","빈소+접객실","3층 매화실","1일",800000,80
"송산장례문화원","시설임대료","빈소+접객실","1층 특실","1일",1000000,100
"송산장례문화원","시설임대료","빈소+접객실","3층 국화실","1일",800000,80
"송산장례문화원","시설임대료","염습실/입관실","입관실사용료","1회",400000,40
"송산장례문화원","안치실이용료","일반","안치실이용료","1일",120000,12
"송산장례문화원","염습/입관","일반","염습비입관비","1회/2인",400000,40
