fac_type,fac_thumb src,fac_tit,fac_addr,fac_tel href,fac_tel,convenient src,convenient src (2),fac_update,convenient src (3),convenient src (4),convenient src (5)
사설,https://15774129.go.kr/BCUser/facilitypic/7000002764/1709193326263.PNG,옥천성당요셉공원,충청북도 옥천군 옥천읍 중앙로 91 (삼양리),tel:043-731-9981,043-731-9981,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark2.png,194개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark3.png,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png
사설,https://15774129.go.kr/BCUser/facilitypic/7000001840/1709620700533.PNG,(재)영락교회공원묘원 자연장지,경기도 남양주시 진건읍 사릉로264번길 140-16 (사능리),tel:031-573-8123,031-573-8123,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000001527/1709513549527.PNG,진주대광교회 자연장지,경상남도 진주시 대곡면 와룡리 50-1,tel:055-761-6866,055-761-6866,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/5000000095/1709539616680.PNG,강화해누리공원,인천광역시 강화군 내가면 황청리 산170-1 일원,tel:032-930-7144,032-930-7144,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/5000000093/1709195370662.PNG,진천군 자연장지,충청북도 진천군 진천읍 장관리 758-3번지 일원,tel:043-539-3396,043-539-3396,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000091/1709195222378.PNG,합동다산교회 자연장지,경상북도 고령군 성산면 기족리 산 14-4,,,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/5000000089/1709515270370.PNG,남도광역추모공원(자연장),전라남도 해남군 황산면 호교길 241-250 (일신리),tel:061-530-5141,061-530-5141,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/5000000088/1709614020169.PNG,가평추모공원(자연장지),"경기도 가평군 가평읍 석봉로191번길 65-84 (읍내리, 가평추모공원)",tel:031-580-2583,031-580-2583,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/5000000086/1709540008369.PNG,성산읍공설자연장지,제주특별자치도 서귀포시 성산읍 수산리 4711,tel:064-760-4234,064-760-4234,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1749537823135.jpg,목련공원묘원 자연장지,"강원특별자치도 철원군 서면 싸리골길 133 (자등리, 목련공원)",tel:033-458-4444,033-458-4444,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000083/1709513836765.PNG,(재)남양공원묘원 자연장지,경상북도 성주군 선남면 관용로 401-41 (오도리),tel:054-932-4444,054-932-4444,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1752729698851.png,(재)영호추모공원 매화동산,충청남도 부여군 세도면 해촌로63번길 43-9 (수고리),tel:041-832-7004,041-832-7004,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000066/1536985876640.jpg,제주영락동산,제주특별자치도 제주시 구좌읍 덕천리 427-1,tel:064-753-1231,064-753-1231,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000065/1709605158811.PNG,여여정사 수목장,경상남도 밀양시 삼랑진읍 행곡1길 180-158 (행곡리),tel:055-355-9247,055-355-9247,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000063/1710899895428.PNG,진주제일교회 수목장,경상남도 진주시 일반성면 운천리 산96,tel:055-757-3535,055-757-3535,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000060/1709540272474.PNG,개원추모공원 수목장림,경상북도 영천시 신녕면 장수로 2238-9 (화남리),tel:054-336-0992,054-336-0992,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000059/1564474385104.jpg,원진사지장회수목장,경상북도 포항시 남구 동해면 금광로438번길 108 (신정리),tel:054-274-9443,054-274-9443,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000057/1710907066960.PNG,선불교자연장지,충청북도 영동군 심천면 마곡리 185-3,tel:043-745-7820,043-745-7820,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000056/1709537441608.PNG,정음사원추모관,충청북도 청주시 서원구 3순환로644번길 33 (죽림동),tel:043-233-0924,043-233-0924,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000055/1709620622326.PNG,원주제일교회 자연장지,강원특별자치도 영월군 주천면 신일리 산253,tel:033-742-2170,033-742-2170,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000053/1564474560445.jpg,사모보궁자연장,강원특별자치도 홍천군 두촌면 한계길 23-11 (철정리),tel:033-436-1414,033-436-1414,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000052/1564474740862.jpg,오봉사 수목장림,경기도 연천군 연천읍 현문로245번길 384 (고문리),tel:031-834-2140,031-834-2140,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000051/1709513623361.PNG,대원정사 자연장지,경기도 양주시 장흥면 권율로309번길 317-214 (석현리),tel:031-855-5501,031-855-5501,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000049/1709602249041.PNG,선연사 자연장지,"경기도 양평군 양평읍 농업기술센터길 19-18 (공흥리, 선연사)",tel:031-774-6656,031-774-6656,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000048/1709614966285.PNG,하이패밀리 자연장지,경기도 양평군 서종면 도장리 산32,tel:031-772-3223,031-772-3223,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000047/1536986630410.jpg,갈월사 자연장지,"경기도 양평군 양평읍 충신로324번길 64 (창대리, 갈월사)",tel:031-774-7374,031-774-7374,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000044/1709602521062.PNG,김포문수산수목장,경기도 김포시 월곶면 문수산로 8 (포내리),tel:031-985-5155,031-985-5155,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000043/1709604108282.PNG,살렘전원그리스도의교회자연장지,경기도 김포시 월곶면 김포대학로 130 (포내리),tel:031-982-6953,031-982-6953,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000040/1709605077425.PNG,동화추모공원,경기도 용인시 처인구 백암면 한택로71번길 19 (옥산리),tel:031-337-3324,031-337-3324,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/5000000021/1710901061244.PNG,성모자애공원,강원특별자치도 강릉시 주문진읍 주문리 산44-15,tel:033-662-9115,033-662-9115,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1577639615104_3000000249_0.jpg,용주사 자연장지,경상북도 경주시 서면 하늘마루길 328 (도리),tel:054-753-5678,054-753-5678,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002045/1709600306902.PNG,무궁화공원묘원(자연장지),경기도 양평군 서종면 잠실2길 120 (도장리),tel:031-771-1400,031-771-1400,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002101/1709540175264.PNG,시냇가푸른나무교회수목장림,"경기도 양평군 단월면 석산로 513-56(향소리, 숲속작은나라)",tel:02-877-0051,02-877-0051,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002205/1709539877848.PNG,목포남부교회 남부소망동산,전라남도 영암군 학산면 신덕리 3-6,tel:061-244-4043,061-244-4043,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002763/1709617230154.PNG,대성교회 자연장지,경상북도 청도군 화양읍 고평리 산19-3,tel:054-371-2836,054-371-2836,https://15774129.go.kr/img/portal/sub/mark4.png,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002736/1709513209070.PNG,영은교회 자연장지(수목장림),경기도 가평군 설악면 설곡리 산 224-8,tel:02-2676-7171,02-2676-7171,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002734/1710752162338.jpg,영은교회 자연장지(수목장),경기도 가평군 설악면 설곡리 산 224-8,tel:02-2676-7171,02-2676-7171,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002702/1709194098942.PNG,대한불교조계종 대원사,전라남도 보성군 문덕면 죽산길 506-8 (죽산리),tel:061-852-1755,061-852-1755,https://15774129.go.kr/img/portal/sub/mark4.png,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1749793795149.jpg,(재)성모성심수도회 자연장지,충청남도 공주시 신풍면 봉갑리 356-15,tel:041-841-1135,041-841-1135,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/7000002675/1709615460648.PNG,대호지공설묘지(자연장),"충청남도 당진시 대호지면 봉선길 123 (장정리, 어성정공동묘지)",tel:041-350-3044,041-350-3044,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/7000002673/1709539515292.PNG,대구시립공원묘지(자연장),경상북도 칠곡군 지천면 낙산로 87 (낙산리),tel:053-803-6262,053-803-6262,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/7000002672/1709192055132.PNG,망월묘지공원(자연장),"광주광역시 북구 민주로 285 (운정동, 망월동묘지공원관리사무소)",tel:062-572-1701,062-572-1701,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/7000002671/1709616202830.PNG,아산시공설자연장지,충청남도 아산시 송악면 외암로 30-30 (거산리),tel:041-538-1940,041-538-1940,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1752726127772.png,사랑하는 우리교회 자연장지,전라북도 진안군 정천면 월평리 219-3,tel:063-275-7767,063-275-7767,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002653/1764287626916.png,죽림사 자연장지,"경상북도 영천시 금호읍 죽방길 279-57 (봉죽리, 죽림사)",tel:054-334-1261,054-334-1261,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/1666870271267.jpg,국립기억의숲,충청남도 보령시 성주면 개화리 산41,tel:041-402-7100,041-402-7100,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002631/1709192288099.PNG,성아우구스띠노수도회 자연장지,경기도 연천군 왕징면 왕산로 722 (동중리),tel:031-834-1262,031-834-1262,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1671939523653.jpg,세종수목장,세종특별자치시 전의면 부거실길 135-11 (달전리),tel:044-864-4746,044-864-4746,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002613/1709194189022.PNG,무일선원 수목장림,"경상북도 경주시 감포읍 회곡길 127 (대본리, 관음사)",tel:054-753-8228,054-753-8228,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002590/1710752355418.jpg,화성나래원 수목장,경기도 화성시 팔탄면 온천로 280-6 (덕천리),tel:031-352-7214,031-352-7214,https://15774129.go.kr/img/portal/sub/mark4.png,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/7000002224/1709513927356.PNG,옥천군공설자연장지,충청북도 옥천군 군서면 월전리 산19-1,tel:043-730-3323,043-730-3323,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1613180946040.jpeg,청솔수목장,경기도 김포시 월곶면 애기봉로409번길 82-11 (개곡리),tel:031-1899-4266,031-1899-4266,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark4.png,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002314/1709514156511.PNG,(주)광림공원 동산공원묘원(자연장),"강원특별자치도 춘천시 동산면 종자리로 331-50 (군자리, 춘천시공설묘원)",tel:033-263-9446,033-263-9446,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002321/1710911638381.PNG,다래원자연장지,충청북도 음성군 생극면 오신로445번길 77 (신양리),tel:043-883-4449,043-883-4449,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002323/1709603733433.PNG,재단법인 효심추모관 자연장지,경상남도 밀양시 삼랑진읍 삼랑진로 605 (미전리),tel:055-802-7091,055-802-7091,https://15774129.go.kr/img/portal/sub/mark2.png,https://15774129.go.kr/img/portal/sub/mark3.png,194개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002364/1709192234281.PNG,샘물호스피스 자연장지,경기도 용인시 처인구 백암면 고안로51번길 112-25 (고안리),tel:031-329-2993,031-329-2993,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002369/1710909951442.PNG,동서울교회 자연장지,충청북도 충주시 소태면 구룡고개길 152 (주치리),tel:02-463-8885,02-463-8885,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/BCUser/facilitypic/7000002425/1709603606283.PNG,보령시모란공원 자연장,"충청남도 보령시 성주면 만수로 695-14 (개화리, 모란공원사무실)",tel:041-933-5671,041-933-5671,https://15774129.go.kr/img/portal/sub/mark1.png,https://15774129.go.kr/img/portal/sub/mark3.png,194개월전 업데이트,https://15774129.go.kr/img/portal/sub/mark4.png,https://15774129.go.kr/img/portal/sub/mark5.png,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002459/1710909180083.PNG,압해중앙동산,전라남도 신안군 압해읍 신용리 산34,tel:061-271-9201,061-271-9201,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/1752729410104.png,향천사 수목장,"충청남도 예산군 예산읍 향천사로 117-20 (향천리, 금오산향천사)",tel:041-335-3556,041-335-3556,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002526/1709528390344.PNG,(재)아름다운 청계공원 자연장지,전라남도 곡성군 곡성읍 청계동로 457 (신기리),tel:061-362-1199,061-362-1199,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002541/1621585424017.jpg,기독교대한감리회 애향숙,경상북도 김천시 어모면 용문산길 588-20 (능치리),tel:054-435-5810,054-435-5810,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002553/1707195345200.PNG,천주교 김천공원묘원,경상북도 김천시 개령면 황계길 280-41 (황계리),tel:054-433-3880,054-433-3880,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002558/1709601139183.PNG,천주교 서천 자연장지,충청남도 서천군 문산면 수암리 산77,tel:041-952-4460,041-952-4460,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/img/no_image.png,푸른바다장,"인천광역시 중구 연안부두로 57, 2층 (항동7가)",tel:032-1588-8677,032-1588-8677,,,3개월전 업데이트,,,
사설,https://15774129.go.kr/img/no_image.png,보배숲추모공원(군립),"전라남도 진도군 진도읍 진도대로 7363-110 (동외리, 관리사무소)",tel:061-544-6101,061-544-6101,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/img/no_image.png,용천바다,인천광역시 중구 축항대로166번길 18 남하유어선부두 (항동7가),tel:010-9780-0882,010-9780-0882,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/img/no_image.png,베다니수목장,전라남도 순천시 서면 압곡리 156-2,tel:061-744-7915,061-744-7915,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/img/no_image.png,(사)바울선교회 자연장지,전북특별자치도 김제시 만경읍 화포리 543-1,tel:063-254-8418,063-254-8418,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/img/no_image.png,평안교회 자연장지,충청북도 청주시 서원구 남이면 구암리 산15-14,,,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/img/no_image.png,하늘바다해양장,경상북도 포항시 북구 중흥로309번길 35 (죽도동),tel:054-275-8272,054-275-8272,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/img/no_image.png,영월중앙감리교회 자연장지,강원특별자치도 영월군 영월읍 하송로 112 (하송리),tel:033-374-4891,033-374-4891,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/BCUser/facilitypic/7000002526/1709528390344.PNG,(재)아름다운 청계공원 자연장지,전라남도 곡성군 곡성읍 청계동로 457 (신기리),tel:061-362-1199,061-362-1199,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/img/no_image.png,사단법인 한국불교태고종금강사,경기도 김포시 하성면 평화공원로70번길 104-25 (가금리),tel:031-984-6544,031-984-6544,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/img/no_image.png,남흥교회 자연장지,경상북도 칠곡군 가산면 송학리 산15-5,tel:053-474-6711,053-474-6711,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/img/no_image.png,분당소망교회 자연장지,충청남도 보령시 오천면 교성리 339-12,tel:031-709-1004,031-709-1004,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/img/no_image.png,원각사 자연장지,충청북도 진천군 백곡면 양백리 산72-5,,,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/img/no_image.png,삼사교회 자연장지,경상북도 영덕군 강구면 삼사리 457,tel:054-733-4588,054-733-4588,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/img/no_image.png,(재)신세계공원묘원(자연장지),대구광역시 군위군 효령면 녹동길 129-190 (장군리),tel:054-382-5250,054-382-5250,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/img/no_image.png,대한예수교장로회 금호교회 자연장지,경기도 연천군 왕징면 북삼리 263,tel:02-2234-5400,02-2234-5400,,,194개월전 업데이트,,,
공설,https://15774129.go.kr/img/no_image.png,함양공설자연장지,경상남도 함양군 함양읍 구룡리 749번지,tel:055-960-4924,055-960-4924,,,194개월전 업데이트,,,
사설,https://15774129.go.kr/img/no_image.png,석화사 자연장지,충청북도 청주시 상당구 미원면 내산1길 91-37 (내산리),,,,,194개월전 업데이트,,,
