ID,구분,시설명,주소,전화번호,사진유무,가격유무,좌표중복,인접시설,상태,사진링크,네이버지도(링크),구글지도(링크)
20636330,장례식장,완도장례식장,전라남도 완도군 완도읍 장보고대로 15,061-552-4444,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000000401/1563431555965.jpg)",https://map.naver.com/v5/search/%EC%99%84%EB%8F%84%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EC%99%84%EB%8F%84%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EC%99%84%EB%8F%84%EA%B5%B0%20%EC%99%84%EB%8F%84%EC%9D%8D%20%EC%9E%A5%EB%B3%B4%EA%B3%A0%EB%8C%80%EB%A1%9C%2015
20839196,장례식장,문산장례식장,경상남도 진주시 문산읍 제곡길98번길 41 진주삼성병원,055-746-1024,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1000000343/1564368951895.jpg)",https://map.naver.com/v5/search/%EB%AC%B8%EC%82%B0%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EB%AC%B8%EC%82%B0%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EC%A7%84%EC%A3%BC%EC%8B%9C%20%EB%AC%B8%EC%82%B0%EC%9D%8D%20%EC%A0%9C%EA%B3%A1%EA%B8%B898%EB%B2%88%EA%B8%B8%2041%20%EC%A7%84%EC%A3%BC%EC%82%BC%EC%84%B1%EB%B3%91%EC%9B%90
21126690,장례식장,강릉아나병원장례식장,강원특별자치도 강릉시 용지로 129 강릉아나병원,033-641-7100,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1000000025/1474953665583.jpg)",https://map.naver.com/v5/search/%EA%B0%95%EB%A6%89%EC%95%84%EB%82%98%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%EB%A6%89%EC%95%84%EB%82%98%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EA%B0%95%EB%A6%89%EC%8B%9C%20%EC%9A%A9%EC%A7%80%EB%A1%9C%20129%20%EA%B0%95%EB%A6%89%EC%95%84%EB%82%98%EB%B3%91%EC%9B%90
21361422,장례식장,예산명지병원장례식장,충청남도 예산군 예산읍 신례원로 26 예산명지병원장례식장,041-334-0444,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1000000577/1555985261316.jpg)",https://map.naver.com/v5/search/%EC%98%88%EC%82%B0%EB%AA%85%EC%A7%80%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EC%98%88%EC%82%B0%EB%AA%85%EC%A7%80%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84%20%EC%98%88%EC%82%B0%EA%B5%B0%20%EC%98%88%EC%82%B0%EC%9D%8D%20%EC%8B%A0%EB%A1%80%EC%9B%90%EB%A1%9C%2026%20%EC%98%88%EC%82%B0%EB%AA%85%EC%A7%80%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5
21401763,장례식장,매직 강동경희대학교병원 장례식장 ATM,서울특별시 강동구 동남로 892,02-440-8800,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1000000060/1474974736026.jpg)",https://map.naver.com/v5/search/%EB%A7%A4%EC%A7%81%20%EA%B0%95%EB%8F%99%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90%EB%B3%91%EC%9B%90%20%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20ATM,https://www.google.com/maps/search/?api=1&query=%EB%A7%A4%EC%A7%81%20%EA%B0%95%EB%8F%99%EA%B2%BD%ED%9D%AC%EB%8C%80%ED%95%99%EA%B5%90%EB%B3%91%EC%9B%90%20%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20ATM%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EA%B0%95%EB%8F%99%EA%B5%AC%20%EB%8F%99%EB%82%A8%EB%A1%9C%20892
21633447,장례식장,삼일병원장례식장,대구광역시 달서구 월배로 440 2층 ~ 5층,053-219-1004,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000002504/1709691482189.PNG)",https://map.naver.com/v5/search/%EC%82%BC%EC%9D%BC%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EC%82%BC%EC%9D%BC%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%8B%AC%EC%84%9C%EA%B5%AC%20%EC%9B%94%EB%B0%B0%EB%A1%9C%20440%202%EC%B8%B5%20~%205%EC%B8%B5
21768647,장례식장,제주특별자치도 서귀포의료원 장례식장,제주특별자치도 서귀포시 장수로 47 서귀포의료원,064-730-3710,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1000000369/1554254293315.jpg)",https://map.naver.com/v5/search/%EC%A0%9C%EC%A3%BC%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%9D%98%EB%A3%8C%EC%9B%90%20%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EC%A0%9C%EC%A3%BC%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%9D%98%EB%A3%8C%EC%9B%90%20%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EC%A0%9C%EC%A3%BC%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%8B%9C%20%EC%9E%A5%EC%88%98%EB%A1%9C%2047%20%EC%84%9C%EA%B7%80%ED%8F%AC%EC%9D%98%EB%A3%8C%EC%9B%90
21775592,장례식장,속초보광병원 장례식장,강원특별자치도 속초시 중앙로 11,033-633-7444,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000001028/1554971363690.jpg)",https://map.naver.com/v5/search/%EC%86%8D%EC%B4%88%EB%B3%B4%EA%B4%91%EB%B3%91%EC%9B%90%20%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EC%86%8D%EC%B4%88%EB%B3%B4%EA%B4%91%EB%B3%91%EC%9B%90%20%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EC%86%8D%EC%B4%88%EC%8B%9C%20%EC%A4%91%EC%95%99%EB%A1%9C%2011
21845414,장례식장,하양전문장례식장,경상북도 경산시 하양읍 금송로 113,053-857-0004,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000001099/1554336845336.jpg)",https://map.naver.com/v5/search/%ED%95%98%EC%96%91%EC%A0%84%EB%AC%B8%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%ED%95%98%EC%96%91%EC%A0%84%EB%AC%B8%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EA%B2%BD%EC%82%B0%EC%8B%9C%20%ED%95%98%EC%96%91%EC%9D%8D%20%EA%B8%88%EC%86%A1%EB%A1%9C%20113
21959442,장례식장,나주종합병원장례식장,전라남도 나주시 영산로 5419 나주종합병원 장례식장,061-332-4461,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1000000156/1562905234518.png)",https://map.naver.com/v5/search/%EB%82%98%EC%A3%BC%EC%A2%85%ED%95%A9%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EB%82%98%EC%A3%BC%EC%A2%85%ED%95%A9%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%82%98%EC%A3%BC%EC%8B%9C%20%EC%98%81%EC%82%B0%EB%A1%9C%205419%20%EB%82%98%EC%A3%BC%EC%A2%85%ED%95%A9%EB%B3%91%EC%9B%90%20%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5
22378485,장례식장,김제중앙병원중앙장례식장,전북특별자치도 김제시 동서로 77,063-548-8844,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000000469/1554338752298.png)",https://map.naver.com/v5/search/%EA%B9%80%EC%A0%9C%EC%A4%91%EC%95%99%EB%B3%91%EC%9B%90%EC%A4%91%EC%95%99%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EA%B9%80%EC%A0%9C%EC%A4%91%EC%95%99%EB%B3%91%EC%9B%90%EC%A4%91%EC%95%99%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EC%A0%84%EB%B6%81%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EA%B9%80%EC%A0%9C%EC%8B%9C%20%EB%8F%99%EC%84%9C%EB%A1%9C%2077
22529512,장례식장,홍익병원 장례식장,서울특별시 양천구 등촌로 22,02-2600-1444,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1000000911/1554358480196.png)",https://map.naver.com/v5/search/%ED%99%8D%EC%9D%B5%EB%B3%91%EC%9B%90%20%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%ED%99%8D%EC%9D%B5%EB%B3%91%EC%9B%90%20%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EC%96%91%EC%B2%9C%EA%B5%AC%20%EB%93%B1%EC%B4%8C%EB%A1%9C%2022
22537416,장례식장,맑은샘병원장례식장,경상남도 거제시 연초면 거제대로 4477 맑은샘병원,055-636-4800,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1443220208980_7000000901_0.jpg)",https://map.naver.com/v5/search/%EB%A7%91%EC%9D%80%EC%83%98%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EB%A7%91%EC%9D%80%EC%83%98%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EA%B1%B0%EC%A0%9C%EC%8B%9C%20%EC%97%B0%EC%B4%88%EB%A9%B4%20%EA%B1%B0%EC%A0%9C%EB%8C%80%EB%A1%9C%204477%20%EB%A7%91%EC%9D%80%EC%83%98%EB%B3%91%EC%9B%90
22676989,장례식장,대구연세요양병원장례식장,대구광역시 서구 북비산로 156 (평리동),053-556-8008,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000002785/1715041834440.png)",https://map.naver.com/v5/search/%EB%8C%80%EA%B5%AC%EC%97%B0%EC%84%B8%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EA%B5%AC%EC%97%B0%EC%84%B8%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EB%8C%80%EA%B5%AC%EA%B4%91%EC%97%AD%EC%8B%9C%20%EC%84%9C%EA%B5%AC%20%EB%B6%81%EB%B9%84%EC%82%B0%EB%A1%9C%20156%20(%ED%8F%89%EB%A6%AC%EB%8F%99)
22729506,장례식장,시민장례식장,부산광역시 부산진구 자유평화로 31,051-636-4444,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000000904/1556525073625.jpg)",https://map.naver.com/v5/search/%EC%8B%9C%EB%AF%BC%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EC%8B%9C%EB%AF%BC%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EB%B6%80%EC%82%B0%EA%B4%91%EC%97%AD%EC%8B%9C%20%EB%B6%80%EC%82%B0%EC%A7%84%EA%B5%AC%20%EC%9E%90%EC%9C%A0%ED%8F%89%ED%99%94%EB%A1%9C%2031
23352864,장례식장,진영전문장례식장,경상남도 김해시 진영읍 서부로 47 진영전문장례식장,055-345-9444,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000000935/1554863791717.png)",https://map.naver.com/v5/search/%EC%A7%84%EC%98%81%EC%A0%84%EB%AC%B8%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EC%A7%84%EC%98%81%EC%A0%84%EB%AC%B8%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EA%B9%80%ED%95%B4%EC%8B%9C%20%EC%A7%84%EC%98%81%EC%9D%8D%20%EC%84%9C%EB%B6%80%EB%A1%9C%2047%20%EC%A7%84%EC%98%81%EC%A0%84%EB%AC%B8%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5
23375451,장례식장,삼천포서울병원장례식장,경상남도 사천시 남일로 33 삼천포서울병원,055-835-9944,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000000475/1563436659834.jpg)",https://map.naver.com/v5/search/%EC%82%BC%EC%B2%9C%ED%8F%AC%EC%84%9C%EC%9A%B8%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EC%82%BC%EC%B2%9C%ED%8F%AC%EC%84%9C%EC%9A%B8%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EC%82%AC%EC%B2%9C%EC%8B%9C%20%EB%82%A8%EC%9D%BC%EB%A1%9C%2033%20%EC%82%BC%EC%B2%9C%ED%8F%AC%EC%84%9C%EC%9A%B8%EB%B3%91%EC%9B%90
23421821,장례식장,근로복지공단태백병원장례식장,강원특별자치도 태백시 보드미길 8 태백중앙병원,033-581-4444,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000000959/1555484819051.jpg)",https://map.naver.com/v5/search/%EA%B7%BC%EB%A1%9C%EB%B3%B5%EC%A7%80%EA%B3%B5%EB%8B%A8%ED%83%9C%EB%B0%B1%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EA%B7%BC%EB%A1%9C%EB%B3%B5%EC%A7%80%EA%B3%B5%EB%8B%A8%ED%83%9C%EB%B0%B1%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%ED%83%9C%EB%B0%B1%EC%8B%9C%20%EB%B3%B4%EB%93%9C%EB%AF%B8%EA%B8%B8%208%20%ED%83%9C%EB%B0%B1%EC%A4%91%EC%95%99%EB%B3%91%EC%9B%90
23792190,장례식장,도계장례식장,강원특별자치도 삼척시 도계읍 도계로3길 16-25 도계광업소의원,033-541-2404,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000002877/1745281192723.jpg)",https://map.naver.com/v5/search/%EB%8F%84%EA%B3%84%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EB%8F%84%EA%B3%84%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EA%B0%95%EC%9B%90%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EC%82%BC%EC%B2%99%EC%8B%9C%20%EB%8F%84%EA%B3%84%EC%9D%8D%20%EB%8F%84%EA%B3%84%EB%A1%9C3%EA%B8%B8%2016-25%20%EB%8F%84%EA%B3%84%EA%B4%91%EC%97%85%EC%86%8C%EC%9D%98%EC%9B%90
23824063,장례식장,진주장례식장,경상남도 진주시 남강로 1721 진주장례예식장,055-759-4141,O,X,X,,미흡 (가격),"[대표](https://15774129.go.kr/BCUser/facilitypic/1000000757/1560316727540.jpg)",https://map.naver.com/v5/search/%EC%A7%84%EC%A3%BC%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EC%A7%84%EC%A3%BC%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EC%A7%84%EC%A3%BC%EC%8B%9C%20%EB%82%A8%EA%B0%95%EB%A1%9C%201721%20%EC%A7%84%EC%A3%BC%EC%9E%A5%EB%A1%80%EC%98%88%EC%8B%9D%EC%9E%A5
23851617,장례식장,함양성심병원장례식장,경상남도 함양군 함양읍 용평1길 5 성심장례예식장,055-962-9999,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1570518284656_1000000424_0.jpg)",https://map.naver.com/v5/search/%ED%95%A8%EC%96%91%EC%84%B1%EC%8B%AC%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%ED%95%A8%EC%96%91%EC%84%B1%EC%8B%AC%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%ED%95%A8%EC%96%91%EA%B5%B0%20%ED%95%A8%EC%96%91%EC%9D%8D%20%EC%9A%A9%ED%8F%891%EA%B8%B8%205%20%EC%84%B1%EC%8B%AC%EC%9E%A5%EB%A1%80%EC%98%88%EC%8B%9D%EC%9E%A5
23857707,장례식장,의성전문장례식장,경상북도 의성군 의성읍 홍술로 89-49 의성전문장례식장,054-832-4004,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1000000644/1562898465652.jpg)",https://map.naver.com/v5/search/%EC%9D%98%EC%84%B1%EC%A0%84%EB%AC%B8%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EC%9D%98%EC%84%B1%EC%A0%84%EB%AC%B8%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EC%9D%98%EC%84%B1%EA%B5%B0%20%EC%9D%98%EC%84%B1%EC%9D%8D%20%ED%99%8D%EC%88%A0%EB%A1%9C%2089-49%20%EC%9D%98%EC%84%B1%EC%A0%84%EB%AC%B8%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5
24067131,장례식장,충북대학교병원 장례식장,충청북도 청주시 서원구 1순환로 776,043-269-6969,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1000000798/1554268621014.jpg)",https://map.naver.com/v5/search/%EC%B6%A9%EB%B6%81%EB%8C%80%ED%95%99%EA%B5%90%EB%B3%91%EC%9B%90%20%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EC%B6%A9%EB%B6%81%EB%8C%80%ED%95%99%EA%B5%90%EB%B3%91%EC%9B%90%20%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EC%B6%A9%EC%B2%AD%EB%B6%81%EB%8F%84%20%EC%B2%AD%EC%A3%BC%EC%8B%9C%20%EC%84%9C%EC%9B%90%EA%B5%AC%201%EC%88%9C%ED%99%98%EB%A1%9C%20776
24067864,장례식장,태릉성심장례식장,서울특별시 노원구 화랑로 425-8,02-976-8811,O,O,O,성심장례식장 (18848642),양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1374897000689_1000000805_0.jpg)",https://map.naver.com/v5/search/%ED%83%9C%EB%A6%89%EC%84%B1%EC%8B%AC%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%ED%83%9C%EB%A6%89%EC%84%B1%EC%8B%AC%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EC%84%9C%EC%9A%B8%ED%8A%B9%EB%B3%84%EC%8B%9C%20%EB%85%B8%EC%9B%90%EA%B5%AC%20%ED%99%94%EB%9E%91%EB%A1%9C%20425-8
24124709,장례식장,희윤요양병원장례식장,경상남도 밀양시 부북면 춘화로 60,055-353-9199,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1000000941/1476434721171.jpg)",https://map.naver.com/v5/search/%ED%9D%AC%EC%9C%A4%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%ED%9D%AC%EC%9C%A4%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EA%B2%BD%EC%83%81%EB%82%A8%EB%8F%84%20%EB%B0%80%EC%96%91%EC%8B%9C%20%EB%B6%80%EB%B6%81%EB%A9%B4%20%EC%B6%98%ED%99%94%EB%A1%9C%2060
24343469,장례식장,대천역전장례식장,충청남도 보령시 해안로 45,02-932-1414,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000001514/1476429748756.jpg)",https://map.naver.com/v5/search/%EB%8C%80%EC%B2%9C%EC%97%AD%EC%A0%84%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EB%8C%80%EC%B2%9C%EC%97%AD%EC%A0%84%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84%20%EB%B3%B4%EB%A0%B9%EC%8B%9C%20%ED%95%B4%EC%95%88%EB%A1%9C%2045
24744963,장례식장,강화병원 장례식장,인천광역시 강화군 강화읍 강화대로312번길 7,032-933-0405,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1000000040/1555901126721.jpg)",https://map.naver.com/v5/search/%EA%B0%95%ED%99%94%EB%B3%91%EC%9B%90%20%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EA%B0%95%ED%99%94%EB%B3%91%EC%9B%90%20%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EC%9D%B8%EC%B2%9C%EA%B4%91%EC%97%AD%EC%8B%9C%20%EA%B0%95%ED%99%94%EA%B5%B0%20%EA%B0%95%ED%99%94%EC%9D%8D%20%EA%B0%95%ED%99%94%EB%8C%80%EB%A1%9C312%EB%B2%88%EA%B8%B8%207
24800831,장례식장,구미장례식장해원,경상북도 구미시 야은로 119,054-443-5445,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000001129/1563948957409.jpg)",https://map.naver.com/v5/search/%EA%B5%AC%EB%AF%B8%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%ED%95%B4%EC%9B%90,https://www.google.com/maps/search/?api=1&query=%EA%B5%AC%EB%AF%B8%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%ED%95%B4%EC%9B%90%20%EA%B2%BD%EC%83%81%EB%B6%81%EB%8F%84%20%EA%B5%AC%EB%AF%B8%EC%8B%9C%20%EC%95%BC%EC%9D%80%EB%A1%9C%20119
24942464,장례식장,한림정낭장례예식장,제주특별자치도 제주시 한림읍 명랑로 76,064-796-9644,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1000000861/1564379025424.jpg)",https://map.naver.com/v5/search/%ED%95%9C%EB%A6%BC%EC%A0%95%EB%82%AD%EC%9E%A5%EB%A1%80%EC%98%88%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%ED%95%9C%EB%A6%BC%EC%A0%95%EB%82%AD%EC%9E%A5%EB%A1%80%EC%98%88%EC%8B%9D%EC%9E%A5%20%EC%A0%9C%EC%A3%BC%ED%8A%B9%EB%B3%84%EC%9E%90%EC%B9%98%EB%8F%84%20%EC%A0%9C%EC%A3%BC%EC%8B%9C%20%ED%95%9C%EB%A6%BC%EC%9D%8D%20%EB%AA%85%EB%9E%91%EB%A1%9C%2076
24976497,장례식장,아산유리요양병원 장례식장,충청남도 아산시 도고면 도고면로 179 아산유리요양병원 (기곡리),041-549-1044,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/7000002030/1536989871993.jpg)",https://map.naver.com/v5/search/%EC%95%84%EC%82%B0%EC%9C%A0%EB%A6%AC%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90%20%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EC%95%84%EC%82%B0%EC%9C%A0%EB%A6%AC%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90%20%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EC%B6%A9%EC%B2%AD%EB%82%A8%EB%8F%84%20%EC%95%84%EC%82%B0%EC%8B%9C%20%EB%8F%84%EA%B3%A0%EB%A9%B4%20%EB%8F%84%EA%B3%A0%EB%A9%B4%EB%A1%9C%20179%2C%EC%95%84%EC%82%B0%EC%9C%A0%EB%A6%AC%EC%9A%94%EC%96%91%EB%B3%91%EC%9B%90%20(%EA%B8%B0%EA%B3%A1%EB%A6%AC)
25083449,장례식장,목포한국병원장례식장,전라남도 목포시 영산로 483,061-270-5440,O,O,X,,양호,"[대표](https://15774129.go.kr/BCUser/facilitypic/1000000852/1564466734499.jpg)",https://map.naver.com/v5/search/%EB%AA%A9%ED%8F%AC%ED%95%9C%EA%B5%AD%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5,https://www.google.com/maps/search/?api=1&query=%EB%AA%A9%ED%8F%AC%ED%95%9C%EA%B5%AD%EB%B3%91%EC%9B%90%EC%9E%A5%EB%A1%80%EC%8B%9D%EC%9E%A5%20%EC%A0%84%EB%9D%BC%EB%82%A8%EB%8F%84%20%EB%AA%A9%ED%8F%AC%EC%8B%9C%20%EC%98%81%EC%82%B0%EB%A1%9C%20483
